S1,S2,S3,S4,S5,S6,S7,S8,Gesture_Class
-0.625,-0.875,-1.5,-2.0,-2.0,-2.625,-2.875,2.25,0
-2.875,0.0,-1.0,0.375,4.5,5.125,-1.0,-1.5,3
0.875,0.375,-0.5,-0.75,-1.125,1.625,-0.125,3.875,0
-1.0,-0.375,0.0,-0.625,-2.25,-2.875,0.0,-3.125,3
-2.75,-0.75,-2.125,-4.5,0.125,10.125,1.5,-0.625,3
-0.125,-4.375,-1.25,-0.375,-1.25,1.875,0.5,3.125,0
-1.25,-1.0,-0.625,-0.5,1.5,0.75,-4.375,-5.375,0
-1.375,-3.375,-2.375,-1.25,3.125,-0.125,-0.75,-2.375,2
-2.0,-0.5,-0.25,0.375,-0.375,8.75,-0.25,-1.625,3
0.25,-0.875,-2.125,-2.625,4.875,-0.875,7.375,2.625,0
-3.375,-0.75,-1.0,-1.125,-5.375,-1.5,0.625,-1.5,1
2.0,-2.0,-2.625,-4.5,-1.75,-0.125,0.75,2.875,3
-0.25,-0.75,-1.375,0.5,0.25,2.25,-1.25,-0.875,0
3.0,0.375,-1.0,-2.25,-2.125,-4.25,-1.75,-1.0,2
-3.25,1.125,0.75,0.125,-2.75,-2.0,6.75,-2.625,0
0.125,-1.25,-0.875,-0.125,0.75,2.0,-0.5,-4.5,0
-2.75,-2.5,0.875,2.25,0.875,-1.5,7.625,-6.625,0
-1.5,-4.0,-3.125,-2.75,-3.125,-6.625,0.375,-1.75,2
1.75,0.625,-1.0,-0.125,-0.75,-8.375,-0.875,0.625,2
-3.375,-1.5,-0.5,-1.0,-1.25,-2.0,-1.0,-3.25,1
-2.5,-2.25,-1.75,-1.875,0.125,-6.875,-2.625,-5.75,3
0.125,-1.125,-0.125,-0.25,-4.0,-6.125,4.875,-5.375,0
-1.75,-0.375,0.875,0.25,0.375,-1.375,-1.0,3.875,2
1.5,-0.875,-1.0,-1.625,1.375,3.625,-0.5,-0.75,1
-6.625,-0.5,-0.5,-0.375,1.125,2.0,-3.875,-3.375,0
-0.5,-2.375,-2.375,-1.375,-1.0,7.0,1.75,-4.5,3
1.375,-8.375,-2.5,-1.25,-4.0,-5.75,-2.0,-2.25,2
1.5,0.125,-0.5,-0.875,4.75,-3.875,-8.0,0.125,3
-2.875,-3.375,0.125,1.0,3.875,-8.875,-0.5,2.5,3
2.625,-5.5,-1.5,0.25,0.0,-1.875,-3.0,-2.375,2
0.375,1.25,1.625,3.0,2.5,9.5,-17.5,-1.625,0
0.875,-0.375,-0.875,-1.75,-3.0,3.25,-0.5,-0.375,1
0.25,0.0,0.5,-0.25,2.375,5.0,0.5,4.125,2
-5.0,-2.125,-1.125,-0.25,2.375,-2.25,-1.625,-3.0,3
5.125,2.625,-2.625,-1.125,-2.5,11.25,-0.625,-0.375,2
-1.125,-0.875,-1.0,-1.375,-0.75,4.375,-0.875,-0.375,3
-6.75,-0.625,-1.25,-1.125,-0.75,0.0,-1.375,-2.625,1
2.875,-0.625,-1.5,0.375,0.25,-7.875,-2.625,-3.0,2
0.0,1.625,-0.25,2.0,-0.5,-6.25,-17.25,-8.25,0
2.75,-0.875,-0.875,-0.125,5.0,2.5,-0.25,0.5,1
-2.875,-0.875,-1.125,-1.375,2.75,0.25,0.125,-1.375,1
1.375,-2.375,-1.25,-0.5,0.875,0.375,1.875,2.0,0
-0.75,-0.375,-2.375,-2.125,-1.5,-8.125,-2.625,1.0,3
0.5,-1.25,-2.0,-2.125,-2.75,4.875,-1.375,-1.375,3
2.125,-2.375,-2.5,-5.875,-2.875,1.375,-21.875,-3.625,0
-4.875,-5.875,0.625,-0.875,-2.75,2.75,1.75,2.375,2
4.5,3.75,-0.875,-0.125,1.375,1.125,-0.125,-4.125,2
-2.625,0.375,-1.75,-4.0,-2.375,-2.625,-4.125,-5.75,0
-5.25,-5.75,-1.125,-0.875,-0.875,0.0,-1.375,-1.5,2
-4.875,-1.125,-0.375,0.125,1.0,2.25,-4.75,3.375,0
4.25,0.25,-0.75,-0.375,-1.0,-0.5,-0.5,2.25,1
-2.25,-1.0,-0.25,0.0,1.25,0.5,-4.875,4.0,0
-0.5,-0.875,-1.125,-0.75,-1.125,-1.75,-0.625,-1.5,3
0.25,1.75,2.25,0.25,2.75,-7.625,3.0,-2.625,0
-4.125,2.625,-0.375,-1.625,-0.25,-4.625,-1.25,-0.125,3
-3.125,-5.625,-2.75,-1.25,1.75,-2.375,-1.0,-1.125,2
0.0,-1.125,-1.0,-0.625,0.625,-1.125,0.625,0.25,0
2.0,-1.25,-1.0,0.375,1.25,-2.125,-0.125,-4.0,0
0.5,-1.0,-0.75,-1.125,-1.5,1.375,-1.25,0.875,2
0.25,-1.25,-1.25,-1.25,2.125,4.625,6.0,-2.75,0
-1.375,-0.5,-1.25,-1.375,-1.5,0.5,-0.75,0.125,1
6.125,-0.125,-0.625,-0.125,-0.25,-1.0,0.125,2.5,1
-1.0,-1.875,-0.125,0.5,4.25,2.125,-0.75,-1.375,1
-2.375,-0.75,-1.125,-1.5,1.75,-8.0,0.0,-0.375,3
-4.5,-2.125,-1.125,0.0,2.0,-4.375,-1.875,-1.625,3
-3.875,-2.75,-1.875,1.125,-1.5,1.875,-0.375,-2.0,2
-1.375,-0.625,-0.375,0.25,2.375,3.375,-0.125,-0.625,3
-4.75,-1.625,-1.0,-0.75,-3.875,-2.875,0.0,-0.375,1
5.375,-1.75,-1.0,-0.75,-3.25,3.875,0.625,4.0,2
-1.625,-0.25,-0.125,-0.625,0.125,5.375,0.375,-3.875,3
3.375,7.125,-0.5,0.375,-0.25,-0.375,0.125,2.5,1
1.625,-0.875,-1.0,0.125,6.5,-1.25,-1.625,-0.75,1
-6.5,-0.125,-0.5,-1.0,-0.625,1.125,-4.0,-0.375,0
-2.5,-1.5,-1.75,-1.5,2.125,3.25,-0.375,1.5,1
-1.0,0.0,-0.5,-0.625,-1.125,-1.75,0.0,0.125,1
-2.5,0.5,-1.75,-1.875,1.625,-6.625,3.125,-5.125,2
0.5,-8.375,-2.5,-0.625,-1.625,-2.5,-0.875,-3.375,2
-7.375,-3.0,-1.5,-1.625,-2.25,-6.875,-2.75,0.125,2
-1.75,-1.875,-1.75,-3.375,-3.625,-2.875,2.25,1.5,0
-0.875,-0.75,-1.375,-1.875,-3.25,1.75,-1.375,-1.125,1
-3.0,0.375,0.0,-0.625,0.75,1.375,-0.875,-0.25,1
0.25,-0.375,-0.75,-0.625,-1.625,-5.25,-0.875,-1.5,3
-6.75,-2.375,-0.5,-1.5,-1.0,2.0,5.25,1.0,0
-0.5,0.0,-0.125,-0.625,-1.625,-1.75,-0.25,1.25,3
0.625,-0.375,-1.0,-0.875,-1.75,-7.75,0.75,2.75,1
-1.25,0.0,0.0,-2.625,-0.625,4.25,-3.75,-4.75,0
1.125,-1.75,-1.125,-0.25,2.625,7.5,2.0,1.5,2
-1.25,0.5,-0.5,0.25,-3.875,-0.75,-1.875,-0.75,0
-0.125,-1.375,-0.5,-1.5,-1.0,-3.0,0.125,0.25,2
0.5,-0.875,-1.125,-2.75,-0.375,0.625,4.375,4.0,0
-3.125,-1.625,-0.375,-1.25,0.75,2.125,0.75,2.125,1
-1.375,-0.875,-0.75,-0.625,4.25,4.875,-1.25,-1.625,1
0.25,7.0,-0.5,0.75,4.375,12.625,0.875,-0.625,2
-8.375,-0.25,0.125,-0.625,0.125,-5.125,-0.5,-1.875,1
-3.75,-1.75,-0.875,-1.625,13.0,8.0,-0.125,-1.875,1
-7.875,-1.0,-2.125,-1.25,1.625,-2.375,-4.125,-0.75,3
-3.75,-1.25,-0.75,-1.5,0.625,-3.125,-1.125,-4.25,3
-4.875,-1.625,-0.75,2.0,0.5,0.875,0.625,5.375,0
-0.625,0.625,0.875,2.125,4.25,-0.375,3.25,-2.125,3
1.5,-0.125,-0.25,0.75,0.125,1.75,0.5,1.875,3
-0.875,-1.0,-0.5,-1.375,-1.25,0.75,-1.25,-0.375,1
1.125,-0.75,-1.625,-0.625,0.375,-4.125,0.125,1.25,3
-0.5,-2.125,-1.125,-0.625,-1.0,5.375,1.5,0.125,2
-4.125,-4.75,-1.5,-2.625,1.75,0.875,-0.875,-4.25,2
-3.25,-1.75,-1.875,-1.375,1.375,-1.25,-3.0,-5.125,3
1.75,-0.25,-0.75,-1.0,-3.125,-1.75,0.375,1.375,1
2.25,0.25,-0.5,-1.375,-1.125,5.375,2.25,1.0,2
1.5,-0.375,0.125,3.0,-0.375,1.75,-3.625,0.125,0
-3.75,-0.375,0.125,-0.75,-8.5,-4.75,-1.0,0.625,1
-1.125,-5.125,-0.625,0.0,0.625,1.375,0.5,-0.75,2
-3.125,-10.0,-1.875,0.25,4.375,2.625,-1.875,1.25,2
2.75,-1.0,-2.125,-2.625,-0.375,0.875,0.375,-2.375,0
-1.625,-2.5,-3.125,-0.25,-1.875,-0.25,1.125,1.5,2
-2.0,-1.125,-0.625,0.875,-1.25,-1.875,-8.625,-1.0,0
1.25,-1.0,-0.375,-0.625,-2.0,-0.875,-0.625,-0.75,1
2.875,0.125,-1.125,-2.0,0.25,-6.875,1.875,0.25,3
2.25,-0.75,-1.125,-1.25,-2.0,0.5,-1.125,-1.375,1
5.75,2.875,-1.875,-1.25,1.125,0.5,-5.125,0.0,2
-1.625,-1.375,-0.875,-0.875,-3.125,-10.75,-0.5,-2.375,1
1.5,3.25,-0.25,-0.125,-2.0,2.5,1.625,4.5,2
1.25,0.0,0.75,3.75,2.5,7.25,-0.25,-1.25,3
-2.0,-0.25,-1.375,-1.375,-1.125,-6.125,-1.75,0.125,1
-2.375,-1.0,-2.625,-0.625,5.0,6.625,-2.25,-5.25,2
-4.25,-4.75,1.125,1.5,1.75,5.625,3.0,2.5,2
13.625,2.375,-0.125,-0.75,0.125,6.75,4.875,-4.25,0
-1.625,-1.125,-0.875,-0.5,0.0,0.625,-1.375,-1.625,3
3.125,4.125,2.125,-0.875,3.625,-2.375,-5.625,-3.875,0
6.875,5.125,-1.25,-4.0,2.75,0.75,9.625,-0.5,0
0.625,-0.375,-0.375,-1.0,-0.625,4.0,0.25,-0.875,2
-1.5,-0.375,-0.125,-0.875,-3.125,-5.125,-0.5,1.625,3
1.125,-0.125,1.375,1.0,0.875,-3.375,-2.375,-0.875,2
-3.375,-2.875,-2.625,-2.125,-3.875,-0.75,-1.25,-2.375,1
1.375,3.0,0.25,2.5,-4.5,11.625,1.25,-1.625,2
5.25,1.25,-0.125,0.375,3.0,19.25,1.875,0.25,3
2.125,1.5,-3.75,-1.125,-1.125,-4.5,-1.125,3.625,2
-3.125,-1.125,-1.0,-1.125,1.625,-1.375,-0.875,-2.75,3
0.5,-0.875,-1.625,-1.5,0.375,-7.0,-1.875,-1.25,3
1.75,1.375,0.5,0.875,3.625,3.125,5.875,-1.875,0
-4.25,-2.0,-1.125,1.5,-1.875,0.125,-5.25,-5.75,0
0.75,-4.0,-2.25,-0.125,-0.5,-2.125,-0.625,-2.625,2
0.5,-3.25,-0.75,-0.25,-1.125,-2.75,4.375,-2.875,0
-6.5,-0.75,-1.5,0.0,-2.75,-1.875,1.125,1.625,2
-2.375,-1.375,-1.0,-1.875,6.25,1.375,-0.125,-1.0,1
2.25,-0.5,-0.5,-0.5,1.375,0.625,-0.625,-1.0,1
3.75,-0.875,0.125,-0.125,-2.25,-2.25,9.75,2.5,0
-0.75,-0.875,-1.375,-1.875,2.375,5.375,-0.25,1.0,3
-2.75,-4.125,-2.75,2.125,-0.75,-8.375,0.5,0.75,3
-4.0,-0.375,-0.375,-0.25,-0.125,3.5,-0.25,-2.75,3
2.0,1.75,0.0,0.125,0.125,6.125,0.0,-0.25,2
-0.625,0.75,-1.625,-2.375,-1.375,1.625,0.0,-3.75,2
0.875,-1.5,-0.5,-1.25,-3.0,-9.625,-2.125,-2.625,3
-3.625,-1.5,-0.25,-1.125,3.25,10.25,2.0,-2.75,3
1.125,0.0,-0.875,-2.125,-2.875,-0.25,-0.5,0.125,1
-1.625,0.0,0.625,-0.5,2.75,9.5,0.875,-1.75,3
-1.625,-0.875,-0.375,-0.25,1.375,8.125,1.25,-0.125,3
-0.625,-1.25,-1.375,0.125,0.875,-2.125,4.25,0.25,3
0.75,-1.25,-0.875,-1.5,-2.0,-4.0,-0.125,-1.75,3
4.875,-0.5,-0.75,-0.625,3.25,0.75,0.0,2.25,3
-3.125,-1.875,-1.75,-1.625,0.5,-1.25,0.5,-4.125,0
-4.25,-1.0,-1.875,-0.875,1.5,-8.625,0.375,1.25,2
-3.625,-1.875,-0.75,-0.75,0.375,-11.0,-2.25,0.625,3
-3.5,-4.5,-2.75,-3.0,1.625,8.5,1.75,-1.125,0
-0.25,-0.375,-0.875,-1.25,0.125,4.25,-1.0,5.25,2
-0.5,-0.375,-0.125,-0.375,1.25,-2.375,-1.5,-3.375,3
-0.125,0.125,-0.25,-0.625,-4.375,-6.375,-0.875,0.625,3
2.5,-0.875,-2.125,-1.5,-1.375,2.75,-0.875,4.0,3
-1.25,-1.25,0.125,1.875,3.875,0.25,-0.5,-1.875,1
-1.625,-0.25,-1.75,-1.875,3.5,1.625,-0.75,-0.5,0
-1.75,-0.75,-0.25,-1.0,-0.25,-3.25,-0.875,-4.125,3
-1.25,-2.125,-1.875,-2.0,-1.0,9.375,-0.625,-1.75,1
-1.375,-0.625,-1.75,-0.875,-3.625,-3.125,0.125,-0.375,1
0.5,-0.25,-1.375,0.0,2.25,-3.625,-0.25,-1.625,3
-0.25,0.625,-0.875,0.25,0.125,2.125,0.125,-1.125,3
-6.875,1.375,0.0,-4.0,6.25,4.0,15.0,-0.625,0
-0.875,-1.75,-0.25,-0.75,-2.5,0.125,-0.625,-1.75,1
-0.75,-0.25,-0.375,-0.625,4.25,-1.0,0.0,-1.875,2
-4.0,-1.5,-0.875,-1.25,-0.125,-2.5,-0.125,-2.0,0
-3.5,-1.875,-1.625,-1.75,-0.875,-2.5,-1.625,-4.5,3
-0.125,-0.125,0.5,0.75,4.0,-1.5,0.625,1.75,3
-2.0,-1.5,-0.875,-1.375,0.375,-3.625,-2.125,-2.125,3
-0.875,-0.75,-1.25,-0.875,0.125,0.75,-3.0,-1.25,0
0.0,-4.625,-1.5,-0.5,-0.125,-7.25,-1.0,-1.25,2
-1.0,-0.5,-1.0,-1.5,5.625,10.625,-1.5,-1.875,3
0.625,-1.125,-0.25,-0.75,3.375,-7.25,2.75,0.75,3
-1.375,-1.125,-1.0,-0.875,2.5,1.125,0.5,1.25,1
-1.5,-1.75,-2.5,-2.75,-4.125,-7.75,-3.5,2.125,3
-0.5,1.5,0.5,-1.25,-1.25,-2.5,2.5,5.5,0
-4.0,-1.0,-0.5,-0.625,-3.0,-1.25,-0.25,-1.75,1
0.75,-1.625,-0.625,-1.25,-3.625,1.125,-1.0,0.875,1
1.0,-1.875,-1.875,-0.75,2.875,0.0,-0.375,-4.0,2
1.625,-1.875,-0.75,-0.25,2.25,0.375,-0.75,-2.875,0
-2.5,2.875,-0.375,-1.25,-1.25,-2.375,0.0,3.125,2
0.0,-1.25,-2.5,-9.5,-4.5,-3.25,6.5,-6.375,0
-9.375,-3.375,-1.25,-1.75,-5.75,-9.125,1.125,-3.125,2
3.0,-0.375,-0.625,-0.5,-4.75,-8.25,-1.125,-2.5,3
3.25,-0.25,-0.5,-0.5,2.875,-2.875,-0.125,0.0,1
-3.25,3.875,2.25,0.875,2.875,-0.875,0.375,-0.5,2
-4.75,-1.625,-0.625,0.0,1.625,1.25,0.625,-1.5,1
7.125,-2.25,-1.75,-0.75,-1.125,-2.0,-1.875,-5.625,2
6.5,0.875,-1.0,-1.75,-1.5,-0.875,1.0,2.25,1
-0.625,-1.125,-2.25,-0.125,17.125,9.125,-1.5,-2.25,1
4.125,0.0,-0.875,0.25,0.25,2.0,-0.375,-0.625,1
1.875,-8.375,-2.5,-2.125,-3.125,5.5,0.625,3.25,2
-0.25,-0.25,-0.75,-0.125,-2.25,-3.875,-1.0,-0.75,1
6.0,0.125,-0.125,0.25,-5.375,-4.375,-1.25,0.375,1
-1.625,-3.25,-3.5,-1.875,-3.125,-7.5,-1.75,-0.375,2
3.5,0.375,-0.375,-1.0,2.625,1.25,-0.375,-0.625,1
0.125,-0.5,-0.75,-0.875,-1.25,-0.375,-0.625,-0.625,1
0.625,-1.125,-1.625,-1.75,-1.75,-3.75,-0.125,1.25,1
2.875,-1.0,-0.625,-0.125,0.875,-2.375,-4.5,-0.75,0
0.125,-1.25,-1.875,-0.75,-1.375,-4.0,-1.625,-3.5,3
0.75,-1.75,0.625,0.5,-0.625,1.75,9.0,1.625,0
-4.625,-5.5,-1.375,-0.625,-1.25,-2.375,-0.875,-3.875,2
-3.875,-2.375,0.25,-0.25,1.625,1.5,-0.25,0.75,2
-1.5,-0.375,-1.625,-0.375,4.75,11.375,4.75,3.25,3
-3.75,2.5,-1.125,0.125,1.125,-3.75,-1.125,-4.0,2
4.125,0.125,-0.25,-2.875,-0.5,2.25,-3.125,-0.375,0
-6.375,-2.625,-0.875,-0.125,-1.125,4.75,1.125,-1.125,0
0.0,-0.25,-0.75,-1.25,0.25,-0.875,-0.75,-0.625,1
2.125,2.375,0.375,-1.25,0.125,8.75,2.625,4.5,3
-5.25,-0.5,-1.75,-1.75,-0.25,-6.875,-13.375,-8.375,0
-2.0,-1.25,-0.5,-1.125,-2.125,-0.875,-0.625,-1.0,3
-1.5,-3.625,-0.125,3.5,-1.375,1.25,-12.0,-3.5,0
-0.25,-1.0,-1.25,-1.875,-0.875,-1.75,-0.25,-0.5,0
-2.125,7.625,0.5,-1.375,-6.5,1.25,-1.625,-2.625,2
0.0,-1.875,-1.625,-1.0,-3.0,-2.0,-1.0,2.625,1
-0.375,-2.75,-0.625,-1.375,2.5,6.625,-0.25,-4.375,2
-0.625,-0.625,-0.625,-1.375,0.125,2.0,-0.75,-1.25,1
-5.125,-0.375,-1.0,-0.875,2.0,6.625,-1.5,0.125,3
-1.75,-0.5,-1.125,-0.125,0.25,-2.375,-1.125,0.0,1
0.0,-0.5,-1.25,-1.125,-2.375,-6.5,-1.0,-2.625,3
-0.125,-0.75,-1.625,-1.5,-3.0,-1.5,-5.5,4.0,0
4.625,0.5,1.75,0.5,0.75,0.0,-0.875,0.75,0
-2.75,-0.75,-0.875,-1.125,2.25,-0.5,-1.5,-0.5,3
3.125,-1.0,-0.125,-1.5,0.625,2.375,0.25,2.125,2
-0.5,-0.625,0.375,0.5,0.875,-4.5,-1.0,-0.75,1
0.25,-2.375,-1.625,-0.5,-1.75,-3.375,-3.375,-2.75,3
-5.875,-1.375,-2.625,-7.625,-1.0,-1.125,-44.0,-9.5,0
0.875,-0.875,-0.5,-1.25,-1.5,-2.5,0.25,3.25,1
0.5,0.125,-0.5,-0.25,-0.125,-1.625,-0.125,-1.375,1
5.25,2.0,-0.5,-1.625,-1.0,-4.125,-5.625,0.375,0
-1.625,-1.5,-1.5,-1.0,10.5,9.25,-1.125,-1.875,3
-2.25,-0.625,-1.125,-0.625,-4.625,-7.25,1.0,0.625,3
-3.375,-0.75,-0.125,-1.875,-0.125,2.25,8.75,2.875,0
6.75,-0.25,-2.625,-1.625,-3.0,1.625,-1.625,0.25,2
-0.625,-4.875,-1.375,0.375,-2.25,-2.25,-1.875,0.25,2
-0.25,-10.875,-1.375,0.0,4.0,4.875,1.875,0.625,2
-2.875,-2.25,-1.125,-1.375,-2.125,0.5,2.125,-3.0,2
2.125,-1.375,-1.5,-0.125,-1.875,0.375,1.25,0.75,2
-0.625,-0.875,-0.125,1.5,0.5,-0.125,1.0,-1.375,0
-3.625,0.625,-0.25,-1.125,-1.0,-8.375,-0.375,0.25,2
-1.75,2.75,-0.375,2.375,1.25,-1.25,-3.5,-1.75,0
-1.625,0.25,-1.0,-0.75,2.375,2.375,0.0,4.75,2
1.125,-2.75,-0.875,-1.25,0.375,1.625,-0.5,0.625,2
4.125,1.625,-0.125,-1.0,3.125,2.5,-1.25,-0.875,2
-2.375,-7.375,-4.125,-1.75,-8.0,-4.625,-1.75,-0.375,2
2.125,1.25,0.5,1.5,2.375,5.125,1.875,1.25,0
-6.5,-2.25,-0.75,-1.375,0.125,3.125,-0.625,-0.375,1
-0.875,-1.375,1.0,2.875,-1.0,-2.625,1.25,-2.375,3
-2.625,-0.375,0.0,-1.25,1.75,0.0,-1.75,2.5,2
-0.25,0.75,-0.125,-0.5,0.875,2.125,-0.125,5.875,2
-2.125,-0.25,-1.25,-0.5,1.125,1.625,-1.0,-1.0,1
0.875,-0.875,-0.875,1.25,1.75,-9.25,-0.25,6.25,3
0.25,-0.875,-0.125,-0.625,10.5,-1.875,-0.5,0.625,1
-1.875,0.375,-1.25,-2.25,-7.75,-0.25,0.375,-0.125,1
3.625,-0.25,-0.875,-0.5,-1.0,-1.5,0.625,2.125,1
-2.375,-0.875,-0.875,-1.0,1.25,4.75,-0.5,-1.625,3
-0.25,-0.5,-1.125,-0.25,0.75,2.25,0.125,-3.375,1
3.375,-0.75,-1.625,-1.625,1.0,2.375,-0.75,1.125,1
-0.25,-0.375,0.125,-0.25,1.0,6.75,1.25,0.875,3
-2.625,-1.5,-1.75,-4.375,-0.875,-0.25,1.5,-5.125,0
2.375,-0.5,-2.75,-1.125,-1.75,-0.75,-1.0,-0.625,2
1.5,5.25,-1.5,-3.25,1.375,-1.5,2.25,3.0,0
-8.125,-1.25,-0.375,-0.75,1.0,4.25,0.625,-1.375,1
-4.0,-1.5,0.625,-1.125,-0.625,0.125,-0.75,3.25,2
4.125,0.625,0.5,0.75,2.125,-3.125,-2.25,-1.0,3
-0.875,-3.75,-3.75,-2.875,2.125,-3.0,-2.5,-2.625,0
2.5,0.625,-0.25,1.625,2.0,5.375,1.0,-0.125,2
-3.375,-1.75,-2.25,-1.625,-2.0,-2.0,-1.75,-0.625,2
-0.375,-0.5,-0.875,0.5,-2.75,-6.25,-1.125,-0.75,1
-2.625,-0.875,-0.875,-0.625,3.5,1.625,-1.75,-2.875,3
2.25,-0.25,-0.75,-0.125,-2.875,0.375,3.5,3.375,0
-5.75,1.75,-0.5,-1.625,-1.875,1.625,0.0,1.25,2
-2.125,-3.5,-1.5,0.25,5.625,3.125,-0.5,-3.5,2
-2.125,-0.375,-0.875,-0.625,5.5,6.125,1.0,-0.25,1
-6.875,-1.375,-0.125,0.375,-0.75,-1.5,-14.5,-5.625,0
-0.5,-1.25,-0.875,-0.625,0.25,0.0,-2.25,-1.875,3
-1.5,-0.5,-1.875,-2.0,-5.25,-6.75,-1.625,-0.875,3
3.125,0.125,0.125,0.125,0.0,-1.625,0.25,-0.25,3
-3.25,-1.875,-1.0,0.75,-1.0,-7.75,-3.125,-9.125,3
-1.875,-4.75,-1.125,-0.75,0.5,4.875,1.625,-3.75,0
2.0,7.25,0.25,0.5,3.25,-5.5,-0.875,0.5,2
-0.25,-0.5,-0.875,-1.25,-1.5,0.375,-0.75,-5.875,3
0.0,-1.0,-1.5,-0.875,-5.0,-2.75,-1.375,-0.75,3
-3.75,1.625,-0.5,3.25,-0.125,0.625,-0.625,-7.5,3
-5.625,-0.75,-1.75,1.25,1.0,-1.125,-13.25,-4.5,0
-1.125,-2.375,-2.375,-3.625,2.5,-1.5,9.375,4.125,0
0.875,3.125,1.125,0.0,0.0,1.375,-1.875,-0.5,0
0.75,-0.5,-2.25,-1.125,3.25,-0.25,-4.25,-5.25,2
-12.0,-3.0,-3.0,-2.125,-5.75,-10.625,-4.5,-9.5,0
-2.875,-2.25,-2.75,-0.75,-0.125,0.875,-1.0,2.375,0
-0.625,-0.5,-1.75,-2.0,0.625,2.25,-0.75,-1.75,1
0.75,-0.25,-0.5,-1.0,0.25,-2.5,-1.0,-2.0,1
-1.625,4.25,0.125,0.0,-0.5,-0.75,-0.375,-4.0,2
-0.5,3.375,-1.75,-0.875,2.0,6.0,0.125,-5.0,2
-1.875,-0.625,-1.0,-1.0,-4.375,-15.0,-0.375,-0.25,3
-0.375,-0.625,-0.5,-1.75,-3.375,-8.75,-1.125,0.125,3
0.25,0.5,0.25,-0.125,0.875,2.625,1.0,-4.75,3
-11.625,-4.25,-2.625,-2.375,-3.625,-2.75,-5.75,0.25,0
-1.5,1.625,-1.5,-1.75,2.125,-1.625,2.75,0.375,2
4.25,-1.0,-0.875,-1.5,-0.125,4.5,-1.125,-1.625,1
-1.125,-1.375,-0.25,-0.5,-2.875,-1.25,1.25,-1.75,1
0.5,-0.875,-0.375,-0.875,-0.5,-0.125,-0.125,-0.25,1
-0.75,-0.875,0.0,-1.125,-0.875,1.125,-0.875,-0.875,1
-0.625,-0.5,0.5,2.125,1.875,6.375,5.75,6.875,0
-1.25,-0.25,-0.5,0.25,-1.125,1.125,-1.625,-4.0,3
2.125,-2.625,-2.875,-1.875,0.375,1.875,19.625,-4.625,0
0.5,-1.75,-1.375,1.0,-1.0,-0.75,-3.125,2.125,0
-2.75,-2.0,1.125,0.25,6.75,12.75,-0.625,-0.75,2
3.125,-1.25,-0.75,-0.75,2.375,1.375,4.0,4.75,0
-3.0,-2.0,-1.0,-1.375,-1.125,-2.125,2.0,-2.625,0
3.375,2.875,0.5,-0.375,6.625,4.75,-1.25,-1.5,2
-1.25,-1.0,-0.875,-0.875,3.125,4.25,0.125,-2.75,3
-1.75,-5.75,-0.5,0.25,-0.375,-2.0,17.25,5.5,0
0.0,1.25,-1.75,-1.25,4.5,5.625,0.25,2.75,2
-0.5,-1.625,-0.625,-1.25,-0.5,-0.5,3.125,1.625,0
2.0,0.0,-0.25,-0.125,-1.75,-2.375,-0.375,0.25,3
-2.5,0.375,0.375,0.375,1.125,4.625,-1.75,-1.875,3
-5.25,-1.875,-1.375,-1.0,0.875,3.875,-0.25,0.875,3
0.5,-0.375,-1.5,-2.375,0.375,0.0,-3.0,-1.375,0
-0.125,0.125,-1.125,-2.125,-8.0,-1.75,1.0,-2.125,1
1.0,-0.375,-0.625,-0.125,0.875,-0.875,-6.125,1.125,0
-3.125,-4.375,-0.375,0.375,-0.125,12.0,-0.625,-2.875,2
-1.0,0.5,-1.25,-0.625,5.25,3.125,-1.25,-2.875,1
-0.75,-1.125,-1.125,0.0,-1.125,0.25,-0.875,-0.5,1
-8.375,-1.75,-0.875,-0.5,1.625,5.375,-5.75,-2.75,0
-4.25,-0.375,0.5,-0.375,-0.125,1.375,-0.375,-2.25,1
-1.75,-0.875,-1.125,-1.25,4.0,2.375,-1.375,-0.5,3
3.75,-0.375,2.875,-0.75,2.375,1.0,-0.875,2.125,2
1.75,9.375,-1.625,-1.25,1.375,-5.625,-2.5,-1.75,2
-0.75,1.0,-1.625,-1.375,-5.75,-2.375,-0.5,-0.75,2
3.25,0.625,0.5,-0.25,1.875,1.25,-1.0,0.875,0
0.0,-5.875,-1.625,1.0,-2.125,4.5,-10.25,-6.625,0
-1.0,-3.25,-2.375,-1.125,-0.375,7.5,-0.5,-0.375,2
3.0,-0.75,-0.375,-0.25,-5.25,-9.875,-4.375,2.5,3
7.875,8.75,0.0,-1.5,0.0,-11.5,-5.875,-2.0,3
4.0,-0.875,-0.125,-1.125,1.75,12.0,4.375,-0.625,3
2.125,-0.25,0.25,2.25,2.0,0.625,-2.375,-1.125,0
-3.125,-1.5,-0.875,-0.375,3.25,2.625,-0.875,-1.75,1
-1.125,-0.5,-0.5,0.125,0.5,-0.75,-0.625,-1.625,1
1.625,-0.75,-0.5,-0.5,0.875,2.25,-0.875,0.25,1
6.25,-0.75,-0.625,-0.125,6.375,5.375,-0.75,-0.5,1
-3.5,-1.125,-1.625,-1.0,-7.625,-5.375,-1.375,-2.25,1
0.875,0.375,-0.375,-1.0,1.25,-2.125,-3.875,-4.75,0
2.125,2.625,0.25,-0.125,3.875,2.375,-2.5,3.75,2
-3.5,-0.375,0.875,-1.375,-2.25,-5.5,-0.5,2.25,2
